
% 1. Title: Modular CMA-ES Framework - Fitness values per structure
%
% 2. Sources:
%      (a) Creator: S.J. van Rijn (s.j.van.rijn@liacs.leidenuniv.nl)
%      (b) Donor: Sander van Rijn
%      (c) Date: January, 2017
%
@RELATION ESs

@ATTRIBUTE active       NUMERIC
@ATTRIBUTE elitist      NUMERIC
@ATTRIBUTE mirrored     NUMERIC
@ATTRIBUTE orthogonal   NUMERIC
@ATTRIBUTE sequential   NUMERIC
@ATTRIBUTE threshold    NUMERIC
@ATTRIBUTE tpa          NUMERIC
@ATTRIBUTE pairwise     NUMERIC
@ATTRIBUTE weights      NUMERIC
@ATTRIBUTE base-sampler NUMERIC
@ATTRIBUTE ipop         NUMERIC
@ATTRIBUTE class        NUMERIC

@DATA
0,0,0,0,1,0,1,1,0,2,0,1.6592144297
0,0,0,0,1,0,1,1,0,2,1,1.65098401786
0,0,0,0,1,0,1,1,0,2,2,1.65238759033
0,0,0,0,1,0,1,1,1,0,0,1.58801899462
0,0,0,0,1,0,1,1,1,0,1,1.55579843786
0,0,0,0,1,0,1,1,1,0,2,1.55041617363
0,0,0,0,1,0,1,1,1,1,0,1.57999255518
0,0,0,0,1,0,1,1,1,1,1,1.52250268149
0,0,0,0,1,0,1,1,1,1,2,1.51580707798
0,0,0,0,1,0,1,1,1,2,0,1.68502450679
0,0,0,0,1,0,1,1,1,2,1,1.70103988975
0,0,0,0,1,0,1,1,1,2,2,1.7135317721
0,0,0,0,1,1,0,0,0,0,0,1.99822499845
0,0,0,0,1,1,0,0,0,0,1,1.99932324772
0,0,0,0,1,1,0,0,0,0,2,1.99799226601
0,0,0,0,1,1,0,0,0,1,0,1.99860024685
0,0,0,0,1,1,0,0,0,1,1,1.99843919919
0,0,0,0,1,1,0,0,0,1,2,1.99842549434
0,0,0,0,1,1,0,0,0,2,0,1.99918257827
0,0,0,0,1,1,0,0,0,2,1,1.99973133136
0,0,0,0,1,1,0,0,0,2,2,1.99782378807
0,0,0,0,1,1,0,0,1,0,0,1.99286700442
0,0,0,0,1,1,0,0,1,0,1,1.99269443913
0,0,0,0,1,1,0,0,1,0,2,1.99291134171
0,0,0,0,1,1,0,0,1,1,0,1.99148261304
0,0,0,0,1,1,0,0,1,1,1,1.99136563803
0,0,0,0,1,1,0,0,1,1,2,1.9907770152
0,0,0,0,1,1,0,0,1,2,0,1.99790663791
0,0,0,0,1,1,0,0,1,2,1,1.9976514352
0,0,0,0,1,1,0,0,1,2,2,1.9970353151
0,0,0,0,1,1,0,1,0,0,0,1.99738211776
0,0,0,0,1,1,0,1,0,0,1,1.99700781537
0,0,0,0,1,1,0,1,0,0,2,1.99658563414
0,0,0,0,1,1,0,1,0,1,0,1.99697086096
0,0,0,0,1,1,0,1,0,1,1,1.99715027856
0,0,0,0,1,1,0,1,0,1,2,1.99795793341
0,0,0,0,1,1,0,1,0,2,0,1.99925053714
0,0,0,0,1,1,0,1,0,2,1,2.0
0,0,0,0,1,1,0,1,0,2,2,1.99898635236
0,0,0,0,1,1,0,1,1,0,0,1.99927867499
0,0,0,0,1,1,0,1,1,0,1,1.99849168593
0,0,0,0,1,1,0,1,1,0,2,1.99908402133
0,0,0,0,1,1,0,1,1,1,0,1.99919641405
0,0,0,0,1,1,0,1,1,1,1,1.99823095996
0,0,0,0,1,1,0,1,1,1,2,1.99893951845
0,0,0,0,1,1,0,1,1,2,0,1.9983332241
0,0,0,0,1,1,0,1,1,2,1,1.99921592463
0,0,0,0,1,1,0,1,1,2,2,1.9977928522
0,0,0,0,1,1,1,0,0,0,0,1.56067889608
0,0,0,0,1,1,1,0,0,0,1,1.54139612781
0,0,0,0,1,1,1,0,0,0,2,1.58478125581
0,0,0,0,1,1,1,0,0,1,0,1.56503720917
0,0,0,0,1,1,1,0,0,1,1,1.5573694409
0,0,0,0,1,1,1,0,0,1,2,1.50926598108
0,0,0,0,1,1,1,0,0,2,0,1.88449927462
0,0,0,0,1,1,1,0,0,2,1,1.88488259049
0,0,0,0,1,1,1,0,0,2,2,1.88932680516
0,0,0,0,1,1,1,0,1,0,0,1.80636192429
0,0,0,0,1,1,1,0,1,0,1,1.8058572363
0,0,0,0,1,1,1,0,1,0,2,1.81192830957
0,0,0,0,1,1,1,0,1,1,0,1.76370165164
0,0,0,0,1,1,1,0,1,1,1,1.76016753875
0,0,0,0,1,1,1,0,1,1,2,1.75127419238
0,0,0,0,1,1,1,0,1,2,0,1.97974061938
0,0,0,0,1,1,1,0,1,2,1,1.97864380666
0,0,0,0,1,1,1,0,1,2,2,1.97698240143
0,0,0,0,1,1,1,1,0,0,0,1.63436378721
0,0,0,0,1,1,1,1,0,0,1,1.62239394556
0,0,0,0,1,1,1,1,0,0,2,1.63783298409
0,0,0,0,1,1,1,1,0,1,0,1.59254853727
0,0,0,0,1,1,1,1,0,1,1,1.58614005472
0,0,0,0,1,1,1,1,0,1,2,1.58426007068
0,0,0,0,1,1,1,1,0,2,0,1.70206724123
0,0,0,0,1,1,1,1,0,2,1,1.70557609706
0,0,0,0,1,1,1,1,0,2,2,1.72008776098
0,0,0,0,1,1,1,1,1,0,0,1.66631943006
0,0,0,0,1,1,1,1,1,0,1,1.67546430506
0,0,0,0,1,1,1,1,1,0,2,1.64491546759
0,0,0,0,1,1,1,1,1,1,0,1.64258406684
0,0,0,0,1,1,1,1,1,1,1,1.63411440023
0,0,0,0,1,1,1,1,1,1,2,1.67840482138
0,0,0,0,1,1,1,1,1,2,0,1.81922428354
0,0,0,0,1,1,1,1,1,2,1,1.81154586207
0,0,0,0,1,1,1,1,1,2,2,1.82012025223
0,0,0,1,0,0,0,0,0,0,0,1.56393166623
0,0,0,1,0,0,0,0,0,0,1,1.46582320066
0,0,0,1,0,0,0,0,0,0,2,1.46853748558
0,0,0,1,0,0,0,0,0,1,0,1.55552273105
0,0,0,1,0,0,0,0,0,1,1,1.46860694772
0,0,0,1,0,0,0,0,0,1,2,1.45601848836
0,0,0,1,0,0,0,0,0,2,0,1.60414152532
0,0,0,1,0,0,0,0,0,2,1,1.49729555406
0,0,0,1,0,0,0,0,0,2,2,1.47327605341
0,0,0,1,0,0,0,0,1,0,0,1.54381374711
0,0,0,1,0,0,0,0,1,0,1,1.52159018014
0,0,0,1,0,0,0,0,1,0,2,1.50099903649
0,0,0,1,0,0,0,0,1,1,0,1.51774764967
0,0,0,1,0,0,0,0,1,1,1,1.50726134694
0,0,0,1,0,0,0,0,1,1,2,1.53281489783
0,0,0,1,0,0,0,0,1,2,0,1.58567425934
0,0,0,1,0,0,0,0,1,2,1,1.59233061965
0,0,0,1,0,0,0,0,1,2,2,1.58825366995
0,0,0,1,0,0,0,1,0,0,0,1.52381071786
0,0,0,1,0,0,0,1,0,0,1,1.47442981739
0,0,0,1,0,0,0,1,0,0,2,1.5068757351
0,0,0,1,0,0,0,1,0,1,0,1.53837823621
0,0,0,1,0,0,0,1,0,1,1,1.50051354669
0,0,0,1,0,0,0,1,0,1,2,1.47723964118
0,0,0,1,0,0,0,1,0,2,0,1.62327150765
0,0,0,1,0,0,0,1,0,2,1,1.5167203
0,0,0,1,0,0,0,1,0,2,2,1.50169616281
0,0,0,1,0,0,0,1,1,0,0,1.5338489797
0,0,0,1,0,0,0,1,1,0,1,1.48893079384
0,0,0,1,0,0,0,1,1,0,2,1.48817030026
0,0,0,1,0,0,0,1,1,1,0,1.49524165219
0,0,0,1,0,0,0,1,1,1,1,1.5161548728
0,0,0,1,0,0,0,1,1,1,2,1.49971049059
0,0,0,1,0,0,0,1,1,2,0,1.55992870744
0,0,0,1,0,0,0,1,1,2,1,1.52505127066
0,0,0,1,0,0,0,1,1,2,2,1.51627380093
0,0,0,1,0,0,1,0,0,0,0,1.56094154336
0,0,0,1,0,0,1,0,0,0,1,1.47809002231
0,0,0,1,0,0,1,0,0,0,2,1.45135838884
0,0,0,1,0,0,1,0,0,1,0,1.5205151512
0,0,0,1,0,0,1,0,0,1,1,1.4635839629
0,0,0,1,0,0,1,0,0,1,2,1.49120361554
0,0,0,1,0,0,1,0,0,2,0,1.5719616572
0,0,0,1,0,0,1,0,0,2,1,1.54436220053
0,0,0,1,0,0,1,0,0,2,2,1.5612675853
0,0,0,1,0,0,1,0,1,0,0,1.60509051105
0,0,0,1,0,0,1,0,1,0,1,1.56399677539
0,0,0,1,0,0,1,0,1,0,2,1.5253855373
0,0,0,1,0,0,1,0,1,1,0,1.55857740677
0,0,0,1,0,0,1,0,1,1,1,1.56103327769
0,0,0,1,0,0,1,0,1,1,2,1.55524689515
0,0,0,1,0,0,1,0,1,2,0,1.56851941536
0,0,0,1,0,0,1,0,1,2,1,1.57838298663
0,0,0,1,0,0,1,0,1,2,2,1.55017262687
0,0,0,1,0,0,1,1,0,0,0,1.56198784187
0,0,0,1,0,0,1,1,0,0,1,1.5228780885
0,0,0,1,0,0,1,1,0,0,2,1.5317589266
0,0,0,1,0,0,1,1,0,1,0,1.5604764288
0,0,0,1,0,0,1,1,0,1,1,1.50080965564
0,0,0,1,0,0,1,1,0,1,2,1.51264687542
0,0,0,1,0,0,1,1,0,2,0,1.60730898959
0,0,0,1,0,0,1,1,0,2,1,1.57272175405
0,0,0,1,0,0,1,1,0,2,2,1.53692354866
0,0,0,1,0,0,1,1,1,0,0,1.54569245346
0,0,0,1,0,0,1,1,1,0,1,1.51518540244
0,0,0,1,0,0,1,1,1,0,2,1.51102195568
0,0,0,1,0,0,1,1,1,1,0,1.53907452524
0,0,0,1,0,0,1,1,1,1,1,1.49881610778
0,0,0,1,0,0,1,1,1,1,2,1.50191371878
0,0,0,1,0,0,1,1,1,2,0,1.57473507871
0,0,0,1,0,0,1,1,1,2,1,1.59318650483
0,0,0,1,0,0,1,1,1,2,2,1.57777313556
0,0,0,1,0,1,0,0,0,0,0,1.99756401451
0,0,0,1,0,1,0,0,0,0,1,1.99797238526
0,0,0,1,0,1,0,0,0,0,2,1.99894754406
0,0,0,1,0,1,0,0,0,1,0,1.99700768871
0,0,0,1,0,1,0,0,0,1,1,1.99872206788
0,0,0,1,0,1,0,0,0,1,2,1.99766006249
0,0,0,1,0,1,0,0,0,2,0,1.99634135862
0,0,0,1,0,1,0,0,0,2,1,1.99622660506
0,0,0,1,0,1,0,0,0,2,2,1.99686271948
0,0,0,1,0,1,0,0,1,0,0,1.99261736648
0,0,0,1,0,1,0,0,1,0,1,1.99348587898
0,0,0,1,0,1,0,0,1,0,2,1.9937262758
0,0,0,1,0,1,0,0,1,1,0,1.9910979584
0,0,0,1,0,1,0,0,1,1,1,1.99161188864
0,0,0,1,0,1,0,0,1,1,2,1.99179857581
0,0,0,1,0,1,0,0,1,2,0,1.98755520859
0,0,0,1,0,1,0,0,1,2,1,1.98805577594
0,0,0,1,0,1,0,0,1,2,2,1.9886244312
0,0,0,1,0,1,0,1,0,0,0,1.99628431564
0,0,0,1,0,1,0,1,0,0,1,1.99602793913
0,0,0,1,0,1,0,1,0,0,2,1.99737964707
0,0,0,1,0,1,0,1,0,1,0,1.99594617958
0,0,0,1,0,1,0,1,0,1,1,1.9968921666
0,0,0,1,0,1,0,1,0,1,2,1.99587129506
0,0,0,1,0,1,0,1,0,2,0,1.99415912548
0,0,0,1,0,1,0,1,0,2,1,1.9942798507
0,0,0,1,0,1,0,1,0,2,2,1.99402586727
0,0,0,1,0,1,0,1,1,0,0,1.99835435046
0,0,0,1,0,1,0,1,1,0,1,1.99643711488
0,0,0,1,0,1,0,1,1,0,2,1.9971733744
0,0,0,1,0,1,0,1,1,1,0,1.99871962687
0,0,0,1,0,1,0,1,1,1,1,1.99637443941
0,0,0,1,0,1,0,1,1,1,2,1.99791672819
0,0,0,1,0,1,0,1,1,2,0,1.99553865323
0,0,0,1,0,1,0,1,1,2,1,1.99684933817
0,0,0,1,0,1,0,1,1,2,2,1.99506564507
0,0,0,1,0,1,1,0,0,0,0,1.56165257569
0,0,0,1,0,1,1,0,0,0,1,1.51792422927
0,0,0,1,0,1,1,0,0,0,2,1.5396749111
0,0,0,1,0,1,1,0,0,1,0,1.5382646401
0,0,0,1,0,1,1,0,0,1,1,1.51844985214
0,0,0,1,0,1,1,0,0,1,2,1.54841875957
0,0,0,1,0,1,1,0,0,2,0,1.49644124613
0,0,0,1,0,1,1,0,0,2,1,1.45057678155
0,0,0,1,0,1,1,0,0,2,2,1.52130169896
0,0,0,1,0,1,1,0,1,0,0,1.74211231359
0,0,0,1,0,1,1,0,1,0,1,1.73765816138
0,0,0,1,0,1,1,0,1,0,2,1.74072836085
0,0,0,1,0,1,1,0,1,1,0,1.72666084088
0,0,0,1,0,1,1,0,1,1,1,1.72529263445
0,0,0,1,0,1,1,0,1,1,2,1.73261098378
0,0,0,1,0,1,1,0,1,2,0,1.51234051797
0,0,0,1,0,1,1,0,1,2,1,1.4742022606
0,0,0,1,0,1,1,0,1,2,2,1.4861929626
0,0,0,1,0,1,1,1,0,0,0,1.58953801258
0,0,0,1,0,1,1,1,0,0,1,1.49579463344
0,0,0,1,0,1,1,1,0,0,2,1.45300060547
0,0,0,1,0,1,1,1,0,1,0,1.51363650897
0,0,0,1,0,1,1,1,0,1,1,1.48233420562
0,0,0,1,0,1,1,1,0,1,2,1.50884136718
0,0,0,1,0,1,1,1,0,2,0,1.53870375579
0,0,0,1,0,1,1,1,0,2,1,1.54699975223
0,0,0,1,0,1,1,1,0,2,2,1.52070712433
0,0,0,1,0,1,1,1,1,0,0,1.59206316118
0,0,0,1,0,1,1,1,1,0,1,1.55161513799
0,0,0,1,0,1,1,1,1,0,2,1.55396282149
0,0,0,1,0,1,1,1,1,1,0,1.5812551986
0,0,0,1,0,1,1,1,1,1,1,1.54734939459
0,0,0,1,0,1,1,1,1,1,2,1.52154918038
0,0,0,1,0,1,1,1,1,2,0,1.52635093327
0,0,0,1,0,1,1,1,1,2,1,1.50605585147
0,0,0,1,0,1,1,1,1,2,2,1.50988333789
0,0,0,1,1,0,0,0,0,0,0,1.51974159756
0,0,0,1,1,0,0,0,0,0,1,1.48470024912
0,0,0,1,1,0,0,0,0,0,2,1.4867392827
0,0,0,1,1,0,0,0,0,1,0,1.55900288226
0,0,0,1,1,0,0,0,0,1,1,1.43945923722
0,0,0,1,1,0,0,0,0,1,2,1.46451029629
0,0,0,1,1,0,0,0,0,2,0,1.582749608
0,0,0,1,1,0,0,0,0,2,1,1.53115286379
0,0,0,1,1,0,0,0,0,2,2,1.48833205707
0,0,0,1,1,0,0,0,1,0,0,1.57858392816
0,0,0,1,1,0,0,0,1,0,1,1.5550148333
0,0,0,1,1,0,0,0,1,0,2,1.55641010324
0,0,0,1,1,0,0,0,1,1,0,1.57441936587
0,0,0,1,1,0,0,0,1,1,1,1.55001261866
0,0,0,1,1,0,0,0,1,1,2,1.56418900395
0,0,0,1,1,0,0,0,1,2,0,1.60634988854
0,0,0,1,1,0,0,0,1,2,1,1.58449120015
0,0,0,1,1,0,0,0,1,2,2,1.60749305827
0,0,0,1,1,0,0,1,0,0,0,1.55837504849
0,0,0,1,1,0,0,1,0,0,1,1.51149385279
0,0,0,1,1,0,0,1,0,0,2,1.49894935937
0,0,0,1,1,0,0,1,0,1,0,1.56969180043
0,0,0,1,1,0,0,1,0,1,1,1.51829118897
0,0,0,1,1,0,0,1,0,1,2,1.50661041466
