
% 1. Title: Modular CMA-ES Framework - Fitness values per structure
%
% 2. Sources:
%      (a) Creator: S.J. van Rijn (s.j.van.rijn@liacs.leidenuniv.nl)
%      (b) Donor: Sander van Rijn
%      (c) Date: January, 2017
%
@RELATION ESs

@ATTRIBUTE active       NUMERIC
@ATTRIBUTE elitist      NUMERIC
@ATTRIBUTE mirrored     NUMERIC
@ATTRIBUTE orthogonal   NUMERIC
@ATTRIBUTE sequential   NUMERIC
@ATTRIBUTE threshold    NUMERIC
@ATTRIBUTE tpa          NUMERIC
@ATTRIBUTE pairwise     NUMERIC
@ATTRIBUTE weights      NUMERIC
@ATTRIBUTE base-sampler NUMERIC
@ATTRIBUTE ipop         NUMERIC
@ATTRIBUTE class        NUMERIC

@DATA
0,0,0,0,0,0,0,1,0,2,0,0.037078125
0,0,0,0,0,0,0,1,0,2,1,0.0315439814815
0,0,0,0,0,0,0,1,0,2,2,0.0482911184211
0,0,0,0,0,0,0,1,1,0,0,0.0322788461538
0,0,0,0,0,0,0,1,1,0,1,0.0313564814815
0,0,0,0,0,0,0,1,1,0,2,0.0355598958333
0,0,0,0,0,0,0,1,1,1,0,0.02475625
0,0,0,0,0,0,0,1,1,1,1,0.0252614583333
0,0,0,0,0,0,0,1,1,1,2,0.0301370192308
0,0,0,0,0,0,0,1,1,2,0,0.0653354166667
0,0,0,0,0,0,0,1,1,2,1,0.140799107143
0,0,0,0,0,0,0,1,1,2,2,0.108708333333
0,0,0,0,0,0,1,0,0,0,0,0.0314322115385
0,0,0,0,0,0,1,0,0,0,1,0.0272296875
0,0,0,0,0,0,1,0,0,0,2,0.032599
0,0,0,0,0,0,1,0,0,1,0,0.0301557291667
0,0,0,0,0,0,1,0,0,1,1,0.0204439453125
0,0,0,0,0,0,1,0,0,1,2,0.0242467672414
0,0,0,0,0,0,1,0,0,2,0,1.53931111822
0,0,0,0,0,0,1,0,0,2,1,1.53524231237
0,0,0,0,0,0,1,0,0,2,2,1.54944992684
0,0,0,0,0,0,1,0,1,0,0,0.2474109375
0,0,0,0,0,0,1,0,1,0,1,0.2489921875
0,0,0,0,0,0,1,0,1,0,2,0.19712625
0,0,0,0,0,0,1,0,1,1,0,0.0484960526316
0,0,0,0,0,0,1,0,1,1,1,0.0353189903846
0,0,0,0,0,0,1,0,1,1,2,0.047005
0,0,0,0,0,0,1,0,1,2,0,0.9973625
0,0,0,0,0,0,1,0,1,2,1,1.60067102734
0,0,0,0,0,0,1,0,1,2,2,1.61880748335
0,0,0,0,0,0,1,1,0,0,0,0.03411015625
0,0,0,0,0,0,1,1,0,0,1,0.033449
0,0,0,0,0,0,1,1,0,0,2,0.03391275
0,0,0,0,0,0,1,1,0,1,0,0.0311583333333
0,0,0,0,0,0,1,1,0,1,1,0.0296326923077
0,0,0,0,0,0,1,1,0,1,2,0.0266060185185
0,0,0,0,0,0,1,1,0,2,0,0.2473484375
0,0,0,0,0,0,1,1,0,2,1,0.161689583333
0,0,0,0,0,0,1,1,0,2,2,0.16445
0,0,0,0,0,0,1,1,1,0,0,0.043436875
0,0,0,0,0,0,1,1,1,0,1,0.0707375
0,0,0,0,0,0,1,1,1,0,2,0.0408289772727
0,0,0,0,0,0,1,1,1,1,0,0.0349885869565
0,0,0,0,0,0,1,1,1,1,1,0.0363326086957
0,0,0,0,0,0,1,1,1,1,2,0.0348802083333
0,0,0,0,0,0,1,1,1,2,0,0.324120833333
0,0,0,0,0,0,1,1,1,2,1,0.195245
0,0,0,0,0,0,1,1,1,2,2,0.325039583333
0,0,0,0,0,1,0,0,0,0,0,1.97756247746
0,0,0,0,0,1,0,0,0,0,1,1.9814397894
0,0,0,0,0,1,0,0,0,0,2,1.98099302567
0,0,0,0,0,1,0,0,0,1,0,1.98317922753
0,0,0,0,0,1,0,0,0,1,1,1.97674428479
0,0,0,0,0,1,0,0,0,1,2,1.9807939415
0,0,0,0,0,1,0,0,0,2,0,1.98710295084
0,0,0,0,0,1,0,0,0,2,1,1.9741037212
0,0,0,0,0,1,0,0,0,2,2,1.98008599025
0,0,0,0,0,1,0,0,1,0,0,1.98214353567
0,0,0,0,0,1,0,0,1,0,1,1.98138067729
0,0,0,0,0,1,0,0,1,0,2,1.98290228314
0,0,0,0,0,1,0,0,1,1,0,1.9846949264
0,0,0,0,0,1,0,0,1,1,1,1.98601800626
0,0,0,0,0,1,0,0,1,1,2,1.98567614535
0,0,0,0,0,1,0,0,1,2,0,1.97973202694
0,0,0,0,0,1,0,0,1,2,1,1.9775094685
0,0,0,0,0,1,0,0,1,2,2,1.98329832189
0,0,0,0,0,1,0,1,0,0,0,1.98462322532
0,0,0,0,0,1,0,1,0,0,1,1.97853696284
0,0,0,0,0,1,0,1,0,0,2,1.97971071256
0,0,0,0,0,1,0,1,0,1,0,1.98412699042
0,0,0,0,0,1,0,1,0,1,1,1.98614567807
0,0,0,0,0,1,0,1,0,1,2,1.98597276917
0,0,0,0,0,1,0,1,0,2,0,1.98168651315
0,0,0,0,0,1,0,1,0,2,1,1.97825150687
0,0,0,0,0,1,0,1,0,2,2,1.98468383857
0,0,0,0,0,1,0,1,1,0,0,1.98536309761
0,0,0,0,0,1,0,1,1,0,1,1.9822327203
0,0,0,0,0,1,0,1,1,0,2,1.98086223952
0,0,0,0,0,1,0,1,1,1,0,1.98476253957
0,0,0,0,0,1,0,1,1,1,1,1.9846385533
0,0,0,0,0,1,0,1,1,1,2,1.98273168479
0,0,0,0,0,1,0,1,1,2,0,1.98482737374
0,0,0,0,0,1,0,1,1,2,1,1.97995211987
0,0,0,0,0,1,0,1,1,2,2,1.97364011641
0,0,0,0,0,1,1,0,0,0,0,1.57138070544
0,0,0,0,0,1,1,0,0,0,1,1.57211474041
0,0,0,0,0,1,1,0,0,0,2,1.56810503535
0,0,0,0,0,1,1,0,0,1,0,1.50482978243
0,0,0,0,0,1,1,0,0,1,1,1.48849399284
0,0,0,0,0,1,1,0,0,1,2,1.51589757121
0,0,0,0,0,1,1,0,0,2,0,1.58547919746
0,0,0,0,0,1,1,0,0,2,1,1.59190075421
0,0,0,0,0,1,1,0,0,2,2,1.58544595898
0,0,0,0,0,1,1,0,1,0,0,1.69313517224
0,0,0,0,0,1,1,0,1,0,1,1.69143995428
0,0,0,0,0,1,1,0,1,0,2,1.67418170554
0,0,0,0,0,1,1,0,1,1,0,1.62320171922
0,0,0,0,0,1,1,0,1,1,1,1.63583573487
0,0,0,0,0,1,1,0,1,1,2,1.63533994444
0,0,0,0,0,1,1,0,1,2,0,1.64088292527
0,0,0,0,0,1,1,0,1,2,1,1.6463709576
0,0,0,0,0,1,1,0,1,2,2,1.63573408692
0,0,0,0,0,1,1,1,0,0,0,1.50148212348
0,0,0,0,0,1,1,1,0,0,1,0.326872916667
0,0,0,0,0,1,1,1,0,0,2,0.327466666667
0,0,0,0,0,1,1,1,0,1,0,0.0625429166667
0,0,0,0,0,1,1,1,0,1,1,0.0733072115385
0,0,0,0,0,1,1,1,0,1,2,0.0852511363636
0,0,0,0,0,1,1,1,0,2,0,1.51222934955
0,0,0,0,0,1,1,1,0,2,1,0.9956375
0,0,0,0,0,1,1,1,0,2,2,1.52666228319
0,0,0,0,0,1,1,1,1,0,0,1.52937817629
0,0,0,0,0,1,1,1,1,0,1,1.52674450203
0,0,0,0,0,1,1,1,1,0,2,1.51751523498
0,0,0,0,0,1,1,1,1,1,0,0.332329166667
0,0,0,0,0,1,1,1,1,1,1,0.2445390625
0,0,0,0,0,1,1,1,1,1,2,0.161460416667
0,0,0,0,0,1,1,1,1,2,0,1.54500876241
0,0,0,0,0,1,1,1,1,2,1,1.5526310624
0,0,0,0,0,1,1,1,1,2,2,1.53766208313
0,0,0,0,1,0,0,0,0,0,0,0.0249637731481
0,0,0,0,1,0,0,0,0,0,1,0.0238353448276
0,0,0,0,1,0,0,0,0,0,2,0.0226613541667
0,0,0,0,1,0,0,0,0,1,0,0.0214385775862
0,0,0,0,1,0,0,0,0,1,1,0.0204341666667
0,0,0,0,1,0,0,0,0,1,2,0.0208536637931
0,0,0,0,1,0,0,0,0,2,0,0.0443291666667
0,0,0,0,1,0,0,0,0,2,1,0.0422824404762
0,0,0,0,1,0,0,0,0,2,2,0.0412461647727
0,0,0,0,1,0,0,0,1,0,0,1.49896393195
0,0,0,0,1,0,0,0,1,0,1,1.48097189621
0,0,0,0,1,0,0,0,1,0,2,0.991571875
0,0,0,0,1,0,0,0,1,1,0,1.65480292435
0,0,0,0,1,0,0,0,1,1,1,1.63117889883
0,0,0,0,1,0,0,0,1,1,2,1.63379567114
0,0,0,0,1,0,0,0,1,2,0,1.56435055851
0,0,0,0,1,0,0,0,1,2,1,1.58030792758
0,0,0,0,1,0,0,0,1,2,2,1.5741570266
0,0,0,0,1,0,0,1,0,0,0,0.0332695913462
0,0,0,0,1,0,0,1,0,0,1,0.0495119791667
0,0,0,0,1,0,0,1,0,0,2,0.033440625
0,0,0,0,1,0,0,1,0,1,0,0.033930078125
0,0,0,0,1,0,0,1,0,1,1,0.03198075
0,0,0,0,1,0,0,1,0,1,2,0.0267668103448
0,0,0,0,1,0,0,1,0,2,0,0.0804278645833
0,0,0,0,1,0,0,1,0,2,1,0.141103571429
0,0,0,0,1,0,0,1,0,2,2,0.0963909375
0,0,0,0,1,0,0,1,1,0,0,0.245875
0,0,0,0,1,0,0,1,1,0,1,1.49430207157
0,0,0,0,1,0,0,1,1,0,2,0.49461875
0,0,0,0,1,0,0,1,1,1,0,0.19493
0,0,0,0,1,0,0,1,1,1,1,0.9963625
0,0,0,0,1,0,0,1,1,1,2,1.50463343704
0,0,0,0,1,0,0,1,1,2,0,1.5698129739
0,0,0,0,1,0,0,1,1,2,1,1.59570536006
0,0,0,0,1,0,0,1,1,2,2,1.56644682582
0,0,0,0,1,0,1,0,0,0,0,0.031519212963
0,0,0,0,1,0,1,0,0,0,1,0.0367134114583
0,0,0,0,1,0,1,0,0,0,2,0.0428464285714
0,0,0,0,1,0,1,0,0,1,0,0.0258661830357
0,0,0,0,1,0,1,0,0,1,1,0.0254010044643
0,0,0,0,1,0,1,0,0,1,2,0.0256665948276
0,0,0,0,1,0,1,0,0,2,0,0.49796875
0,0,0,0,1,0,1,0,0,2,1,1.56653745233
0,0,0,0,1,0,1,0,0,2,2,1.56770250878
0,0,0,0,1,0,1,0,1,0,0,1.54091783279
0,0,0,0,1,0,1,0,1,0,1,1.54507203878
0,0,0,0,1,0,1,0,1,0,2,1.53951790752
0,0,0,0,1,0,1,0,1,1,0,0.331563541667
0,0,0,0,1,0,1,0,1,1,1,0.98586875
0,0,0,0,1,0,1,0,1,1,2,0.320348958333
0,0,0,0,1,0,1,0,1,2,0,1.63532011208
0,0,0,0,1,0,1,0,1,2,1,1.6354547481
0,0,0,0,1,0,1,0,1,2,2,1.63990628165
0,0,0,0,1,0,1,1,0,0,0,0.99740625
0,0,0,0,1,0,1,1,0,0,1,1.53246116025
0,0,0,0,1,0,1,1,0,0,2,0.494221875
0,0,0,0,1,0,1,1,0,1,0,0.4955421875
0,0,0,0,1,0,1,1,0,1,1,0.326804166667
0,0,0,0,1,0,1,1,0,1,2,0.987815625
0,0,0,0,1,0,1,1,0,2,0,0.9977
0,0,0,0,1,0,1,1,0,2,1,0.995178125
0,0,0,0,1,0,1,1,0,2,2,0.995084375
0,0,0,0,1,0,1,1,1,0,0,1.5752016211
0,0,0,0,1,0,1,1,1,0,1,0.9970125
0,0,0,0,1,0,1,1,1,0,2,1.56768898698
0,0,0,0,1,0,1,1,1,1,0,1.53299635695
0,0,0,0,1,0,1,1,1,1,1,1.55328519708
0,0,0,0,1,0,1,1,1,1,2,0.99329375
0,0,0,0,1,0,1,1,1,2,0,1.59480395415
0,0,0,0,1,0,1,1,1,2,1,1.57241098926
0,0,0,0,1,0,1,1,1,2,2,0.99353125
0,0,0,0,1,1,0,0,0,0,0,1.98089194263
0,0,0,0,1,1,0,0,0,0,1,1.98131096783
0,0,0,0,1,1,0,0,0,0,2,1.98038708228
0,0,0,0,1,1,0,0,0,1,0,1.98383882139
0,0,0,0,1,1,0,0,0,1,1,1.98156923149
0,0,0,0,1,1,0,0,0,1,2,1.98688319145
0,0,0,0,1,1,0,0,0,2,0,1.97726675661
0,0,0,0,1,1,0,0,0,2,1,1.98898288055
0,0,0,0,1,1,0,0,0,2,2,1.97484665946
0,0,0,0,1,1,0,0,1,0,0,1.99162102139
0,0,0,0,1,1,0,0,1,0,1,1.9922340872
0,0,0,0,1,1,0,0,1,0,2,1.98206945162
0,0,0,0,1,1,0,0,1,1,0,1.98008046644
0,0,0,0,1,1,0,0,1,1,1,1.97853627504
0,0,0,0,1,1,0,0,1,1,2,1.98243511983
0,0,0,0,1,1,0,0,1,2,0,1.98010462724
0,0,0,0,1,1,0,0,1,2,1,1.98465278461
0,0,0,0,1,1,0,0,1,2,2,1.98317592229
0,0,0,0,1,1,0,1,0,0,0,1.98906314828
0,0,0,0,1,1,0,1,0,0,1,1.99287557855
0,0,0,0,1,1,0,1,0,0,2,1.99349292965
0,0,0,0,1,1,0,1,0,1,0,1.98803371352
0,0,0,0,1,1,0,1,0,1,1,1.98280324119
0,0,0,0,1,1,0,1,0,1,2,1.98598229163
0,0,0,0,1,1,0,1,0,2,0,1.98676822948
0,0,0,0,1,1,0,1,0,2,1,1.98813305919
0,0,0,0,1,1,0,1,0,2,2,1.98938024717
0,0,0,0,1,1,0,1,1,0,0,1.98667300952
0,0,0,0,1,1,0,1,1,0,1,1.99601836086
0,0,0,0,1,1,0,1,1,0,2,1.98514290331
0,0,0,0,1,1,0,1,1,1,0,1.9862095681
0,0,0,0,1,1,0,1,1,1,1,1.98517287403
0,0,0,0,1,1,0,1,1,1,2,1.99073889963
0,0,0,0,1,1,0,1,1,2,0,1.9834981653
0,0,0,0,1,1,0,1,1,2,1,1.98935391545
0,0,0,0,1,1,0,1,1,2,2,1.98839435273
0,0,0,0,1,1,1,0,0,0,0,1.6170490064
0,0,0,0,1,1,1,0,0,0,1,1.5906615147
0,0,0,0,1,1,1,0,0,0,2,1.59267326637
0,0,0,0,1,1,1,0,0,1,0,1.55572207031
0,0,0,0,1,1,1,0,0,1,1,1.54986080682
0,0,0,0,1,1,1,0,0,1,2,1.52290621729
0,0,0,0,1,1,1,0,0,2,0,1.60354044007
0,0,0,0,1,1,1,0,0,2,1,1.60219826716
0,0,0,0,1,1,1,0,0,2,2,1.59975851723
0,0,0,0,1,1,1,0,1,0,0,1.72048892905
0,0,0,0,1,1,1,0,1,0,1,1.71202506079
0,0,0,0,1,1,1,0,1,0,2,1.6912906109
0,0,0,0,1,1,1,0,1,1,0,1.68777610229
0,0,0,0,1,1,1,0,1,1,1,1.69770056236
0,0,0,0,1,1,1,0,1,1,2,1.6903423251
0,0,0,0,1,1,1,0,1,2,0,1.71700734766
0,0,0,0,1,1,1,0,1,2,1,1.7038547862
0,0,0,0,1,1,1,0,1,2,2,1.68440055135
0,0,0,0,1,1,1,1,0,0,0,1.63863570865
0,0,0,0,1,1,1,1,0,0,1,1.65441351496
0,0,0,0,1,1,1,1,0,0,2,1.61873462032
0,0,0,0,1,1,1,1,0,1,0,1.64521755669
0,0,0,0,1,1,1,1,0,1,1,1.63674275002
0,0,0,0,1,1,1,1,0,1,2,1.62792447737
0,0,0,0,1,1,1,1,0,2,0,1.61584544616
0,0,0,0,1,1,1,1,0,2,1,1.61788078446
0,0,0,0,1,1,1,1,0,2,2,1.66249880496
0,0,0,0,1,1,1,1,1,0,0,1.6821916533
0,0,0,0,1,1,1,1,1,0,1,1.68442835867
0,0,0,0,1,1,1,1,1,0,2,1.68638025328
0,0,0,0,1,1,1,1,1,1,0,1.63132702361
0,0,0,0,1,1,1,1,1,1,1,1.6605752364
0,0,0,0,1,1,1,1,1,1,2,1.65451218883
0,0,0,0,1,1,1,1,1,2,0,1.64283350911
0,0,0,0,1,1,1,1,1,2,1,1.65080413146
0,0,0,0,1,1,1,1,1,2,2,1.66875819959
0,0,0,1,0,0,0,0,0,0,0,0.0212
0,0,0,1,0,0,0,0,0,0,1,0.0214885416667
0,0,0,1,0,0,0,0,0,0,2,0.0211895833333
0,0,0,1,0,0,0,0,0,1,0,0.0232924107143
0,0,0,1,0,0,0,0,0,1,1,0.0249791666667
0,0,0,1,0,0,0,0,0,1,2,0.0219773706897
0,0,0,1,0,0,0,0,0,2,0,0.021220766129
0,0,0,1,0,0,0,0,0,2,1,0.0219739583333
0,0,0,1,0,0,0,0,0,2,2,0.0227125
0,0,0,1,0,0,0,0,1,0,0,0.0291174568966
0,0,0,1,0,0,0,0,1,0,1,0.0291618303571
0,0,0,1,0,0,0,0,1,0,2,0.0334098557692
0,0,0,1,0,0,0,0,1,1,0,0.0316979166667
0,0,0,1,0,0,0,0,1,1,1,0.0266995967742
0,0,0,1,0,0,0,0,1,1,2,0.03469125
0,0,0,1,0,0,0,0,1,2,0,0.0336538461538
0,0,0,1,0,0,0,0,1,2,1,0.0323794642857
0,0,0,1,0,0,0,0,1,2,2,0.0345384615385
0,0,0,1,0,0,0,1,0,0,0,0.0233663793103
0,0,0,1,0,0,0,1,0,0,1,0.02778125
0,0,0,1,0,0,0,1,0,0,2,0.0211083333333
0,0,0,1,0,0,0,1,0,1,0,0.022496875
0,0,0,1,0,0,0,1,0,1,1,0.0216139112903
0,0,0,1,0,0,0,1,0,1,2,0.0266658653846
0,0,0,1,0,0,0,1,0,2,0,0.0259732142857
0,0,0,1,0,0,0,1,0,2,1,0.0251395089286
0,0,0,1,0,0,0,1,0,2,2,0.0233739224138
0,0,0,1,0,0,0,1,1,0,0,0.025046875
0,0,0,1,0,0,0,1,1,0,1,0.024978125
0,0,0,1,0,0,0,1,1,0,2,0.0280775462963
0,0,0,1,0,0,0,1,1,1,0,0.0263146551724
0,0,0,1,0,0,0,1,1,1,1,0.0278381696429
0,0,0,1,0,0,0,1,1,1,2,0.0263340517241
0,0,0,1,0,0,0,1,1,2,0,0.0260072916667
0,0,0,1,0,0,0,1,1,2,1,0.0380255681818
0,0,0,1,0,0,0,1,1,2,2,0.0246058467742
0,0,0,1,0,0,1,0,0,0,0,0.0264816964286
0,0,0,1,0,0,1,0,0,0,1,0.023483266129
0,0,0,1,0,0,1,0,0,0,2,0.0248739224138
0,0,0,1,0,0,1,0,0,1,0,0.0236079166667
0,0,0,1,0,0,1,0,0,1,1,0.0272078703704
0,0,0,1,0,0,1,0,0,1,2,0.0313465
0,0,0,1,0,0,1,0,0,2,0,0.0284112068966
0,0,0,1,0,0,1,0,0,2,1,0.0338059895833
0,0,0,1,0,0,1,0,0,2,2,0.027369612069
0,0,0,1,0,0,1,0,1,0,0,0.0670325892857
0,0,0,1,0,0,1,0,1,0,1,0.108197916667
0,0,0,1,0,0,1,0,1,0,2,0.108211805556
0,0,0,1,0,0,1,0,1,1,0,0.0804234375
0,0,0,1,0,0,1,0,1,1,1,0.0630733333333
0,0,0,1,0,0,1,0,1,1,2,0.0674732142857
0,0,0,1,0,0,1,0,1,2,0,0.99751875
0,0,0,1,0,0,1,0,1,2,1,0.33213125
0,0,0,1,0,0,1,0,1,2,2,1.46445007797
0,0,0,1,0,0,1,1,0,0,0,0.0271673611111
0,0,0,1,0,0,1,1,0,0,1,0.0307465
0,0,0,1,0,0,1,1,0,0,2,0.0338098958333
0,0,0,1,0,0,1,1,0,1,0,0.030512
0,0,0,1,0,0,1,1,0,1,1,0.0313033854167
0,0,0,1,0,0,1,1,0,1,2,0.032029
0,0,0,1,0,0,1,1,0,2,0,0.0366815217391
0,0,0,1,0,0,1,1,0,2,1,0.032854
0,0,0,1,0,0,1,1,0,2,2,0.0347864583333
0,0,0,1,0,0,1,1,1,0,0,0.0334095
0,0,0,1,0,0,1,1,1,0,1,0.0349596354167
0,0,0,1,0,0,1,1,1,0,2,0.0303658653846
0,0,0,1,0,0,1,1,1,1,0,0.0304763888889
0,0,0,1,0,0,1,1,1,1,1,0.0333111979167
0,0,0,1,0,0,1,1,1,1,2,0.0404589285714
0,0,0,1,0,0,1,1,1,2,0,0.0391788043478
0,0,0,1,0,0,1,1,1,2,1,0.044033125
0,0,0,1,0,0,1,1,1,2,2,0.0380554347826
0,0,0,1,0,1,0,0,0,0,0,1.97972549561
0,0,0,1,0,1,0,0,0,0,1,1.97728982761
0,0,0,1,0,1,0,0,0,0,2,1.98285787587
0,0,0,1,0,1,0,0,0,1,0,1.98291120379
0,0,0,1,0,1,0,0,0,1,1,1.98402015087
0,0,0,1,0,1,0,0,0,1,2,1.98324120796
0,0,0,1,0,1,0,0,0,2,0,1.981592419
0,0,0,1,0,1,0,0,0,2,1,1.97487735919
0,0,0,1,0,1,0,0,0,2,2,1.97784110048
0,0,0,1,0,1,0,0,1,0,0,1.98217575177
0,0,0,1,0,1,0,0,1,0,1,1.97808710514
0,0,0,1,0,1,0,0,1,0,2,1.98023165013
0,0,0,1,0,1,0,0,1,1,0,1.98943106933
0,0,0,1,0,1,0,0,1,1,1,1.97956661031
0,0,0,1,0,1,0,0,1,1,2,1.97241545655
0,0,0,1,0,1,0,0,1,2,0,1.97685911006
0,0,0,1,0,1,0,0,1,2,1,1.94672767008
0,0,0,1,0,1,0,0,1,2,2,1.94375823423
0,0,0,1,0,1,0,1,0,0,0,1.98629809487
0,0,0,1,0,1,0,1,0,0,1,1.98238053737
0,0,0,1,0,1,0,1,0,0,2,1.98106129102
0,0,0,1,0,1,0,1,0,1,0,1.98564415329
0,0,0,1,0,1,0,1,0,1,1,1.98046129732
0,0,0,1,0,1,0,1,0,1,2,1.98636496633
0,0,0,1,0,1,0,1,0,2,0,1.97065017138
0,0,0,1,0,1,0,1,0,2,1,1.97381064063
0,0,0,1,0,1,0,1,0,2,2,1.97296732296
0,0,0,1,0,1,0,1,1,0,0,1.98687568977
0,0,0,1,0,1,0,1,1,0,1,1.97599822135
0,0,0,1,0,1,0,1,1,0,2,1.98187022586
0,0,0,1,0,1,0,1,1,1,0,1.98630149957
0,0,0,1,0,1,0,1,1,1,1,1.98029076147
0,0,0,1,0,1,0,1,1,1,2,1.98561045422
0,0,0,1,0,1,0,1,1,2,0,1.97524173785
0,0,0,1,0,1,0,1,1,2,1,1.97594630421
0,0,0,1,0,1,0,1,1,2,2,1.96408881473
0,0,0,1,0,1,1,0,0,0,0,1.49720562464
0,0,0,1,0,1,1,0,0,0,1,0.9960125
0,0,0,1,0,1,1,0,0,0,2,1.48251835196
0,0,0,1,0,1,1,0,0,1,0,1.45385194445
0,0,0,1,0,1,1,0,0,1,1,1.46585821237
0,0,0,1,0,1,1,0,0,1,2,1.47783742301
0,0,0,1,0,1,1,0,0,2,0,1.53180308332
0,0,0,1,0,1,1,0,0,2,1,1.5179639652
0,0,0,1,0,1,1,0,0,2,2,1.52250641878
0,0,0,1,0,1,1,0,1,0,0,1.60496374394
0,0,0,1,0,1,1,0,1,0,1,1.61467679603
0,0,0,1,0,1,1,0,1,0,2,1.62513160666
0,0,0,1,0,1,1,0,1,1,0,1.60452354698
0,0,0,1,0,1,1,0,1,1,1,1.61522268457
0,0,0,1,0,1,1,0,1,1,2,1.61867870987
0,0,0,1,0,1,1,0,1,2,0,1.60479242247
0,0,0,1,0,1,1,0,1,2,1,1.60537258019
0,0,0,1,0,1,1,0,1,2,2,1.60627220335
0,0,0,1,0,1,1,1,0,0,0,0.0611991666667
0,0,0,1,0,1,1,1,0,0,1,0.0734899038462
0,0,0,1,0,1,1,1,0,0,2,0.0544716911765
0,0,0,1,0,1,1,1,0,1,0,0.09783625
0,0,0,1,0,1,1,1,0,1,1,0.0785588541667
0,0,0,1,0,1,1,1,0,1,2,0.0432491071429
0,0,0,1,0,1,1,1,0,2,0,0.99570625
0,0,0,1,0,1,1,1,0,2,1,0.99826875
0,0,0,1,0,1,1,1,0,2,2,1.46502749893
0,0,0,1,0,1,1,1,1,0,0,0.138748214286
0,0,0,1,0,1,1,1,1,0,1,0.24366875
0,0,0,1,0,1,1,1,1,0,2,0.12113203125
0,0,0,1,0,1,1,1,1,1,0,0.2482625
0,0,0,1,0,1,1,1,1,1,1,0.09805375
0,0,0,1,0,1,1,1,1,1,2,0.1606375
0,0,0,1,0,1,1,1,1,2,0,1.49897102872
0,0,0,1,0,1,1,1,1,2,1,1.50997723236
0,0,0,1,0,1,1,1,1,2,2,1.51198176246
0,0,0,1,1,0,0,0,0,0,0,0.0218548491379
0,0,0,1,1,0,0,0,0,0,1,0.0206121875
0,0,0,1,1,0,0,0,0,0,2,0.0222
0,0,0,1,1,0,0,0,0,1,0,0.0218910560345
0,0,0,1,1,0,0,0,0,1,1,0.0223324776786
0,0,0,1,1,0,0,0,0,1,2,0.0224496651786
0,0,0,1,1,0,0,0,0,2,0,0.0220703125
0,0,0,1,1,0,0,0,0,2,1,0.0220567708333
0,0,0,1,1,0,0,0,0,2,2,0.0267457932692
0,0,0,1,1,0,0,0,1,0,0,0.1239375
0,0,0,1,1,0,0,0,1,0,1,0.19618875
0,0,0,1,1,0,0,0,1,0,2,0.329342708333
0,0,0,1,1,0,0,0,1,1,0,0.163935416667
0,0,0,1,1,0,0,0,1,1,1,0.140670535714
0,0,0,1,1,0,0,0,1,1,2,0.4970765625
0,0,0,1,1,0,0,0,1,2,0,0.997578125
0,0,0,1,1,0,0,0,1,2,1,0.323032291667
0,0,0,1,1,0,0,0,1,2,2,1.5183849004
0,0,0,1,1,0,0,1,0,0,0,0.034109765625
0,0,0,1,1,0,0,1,0,0,1,0.02679375
0,0,0,1,1,0,0,1,0,0,2,0.03358875
0,0,0,1,1,0,0,1,0,1,0,0.0318503605769
